"","logFC","logCPM","LR","PValue","FDR","diffexpressed","SYMBOL","delabel"
"hsa-mir-4745",TRUE,-0.76484597015885,9.08876384160862,0.00257184645482506,0.0083067684345499,"UP","hsa-mir-4745","hsa-mir-4745"
"hsa-mir-4746",TRUE,2.03087662637415,102.027629196597,5.47527490865777e-24,4.8079757791651e-22,"UP","hsa-mir-4746","hsa-mir-4746"
"hsa-mir-4751",TRUE,-0.691060725824176,14.6714659452037,0.00012796893787855,0.000550685764828507,"No","hsa-mir-4751","hsa-mir-4751"
"hsa-mir-4753",TRUE,-0.899929296440192,18.2160086014582,1.9721421246127e-05,0.000103777516295163,"UP","hsa-mir-4753","hsa-mir-4753"
"hsa-mir-4756",TRUE,-1.12574772012668,9.23594105889907,0.00237310407759647,0.00771808154866444,"UP","hsa-mir-4756","hsa-mir-4756"
"hsa-mir-4758",TRUE,-0.687745319757387,21.7576135335999,3.09359740033999e-06,1.92323201215827e-05,"UP","hsa-mir-4758","hsa-mir-4758"
"hsa-mir-4760",TRUE,-1.23939385570191,20.1416219951855,7.19145525838968e-06,4.17520439588326e-05,"No","hsa-mir-4760","hsa-mir-4760"
"hsa-mir-4784",TRUE,-0.366534303172307,12.1040820602504,0.000503115585151833,0.00195269999209482,"No","hsa-mir-4784","hsa-mir-4784"
"hsa-mir-4791",TRUE,-0.35112440868493,41.4237758673434,1.22557669784129e-10,1.72193526046701e-09,"No","hsa-mir-4791","hsa-mir-4791"
"hsa-mir-4800",TRUE,-0.778930160568178,90.1273527870263,2.23312976697751e-21,1.20674897023208e-19,"No","hsa-mir-4800","hsa-mir-4800"
"hsa-mir-483",TRUE,8.69310457856678,12.2404142945544,0.000467654443915657,0.00183534774776955,"UP","hsa-mir-483","hsa-mir-483"
"hsa-mir-485",TRUE,4.10234764902601,18.731784045445,1.50453685623676e-05,8.03754480232946e-05,"UP","hsa-mir-485","hsa-mir-485"
"hsa-mir-490",TRUE,1.16214083992957,93.4037837814355,4.26434736786257e-22,2.60496002254214e-20,"No","hsa-mir-490","hsa-mir-490"
"hsa-mir-493",TRUE,5.29007099385909,17.1798718172693,3.40020059939984e-05,0.00016940715752329,"UP","hsa-mir-493","hsa-mir-493"
"hsa-mir-496",TRUE,2.95860513914774,13.8840023541193,0.000194446537138844,0.000817956241557113,"UP","hsa-mir-496","hsa-mir-496"
"hsa-mir-497",TRUE,4.36357105118717,62.8360176150281,2.24652817256036e-15,6.71568528180278e-14,"No","hsa-mir-497","hsa-mir-497"
"hsa-mir-498",TRUE,1.86563894440738,16.7613727780477,4.23874379408427e-05,0.000203257168282881,"UP","hsa-mir-498","hsa-mir-498"
"hsa-mir-499a",TRUE,2.18337780639355,16.1982879868906,5.7045647605835e-05,0.000263648470020389,"UP","hsa-mir-499a","hsa-mir-499a"
"hsa-mir-499b",TRUE,-1.19488460066788,11.0287884650772,0.000897077572189715,0.00324008737513252,"UP","hsa-mir-499b","hsa-mir-499b"
"hsa-mir-5003",TRUE,-0.271664294769034,27.7366014663541,1.39007621030311e-07,1.20559078733079e-06,"UP","hsa-mir-5003","hsa-mir-5003"
"hsa-mir-500a",TRUE,8.68998823132332,83.538870468973,6.24753814067888e-20,2.92593036255128e-18,"UP","hsa-mir-500a","hsa-mir-500a"
"hsa-mir-500b",TRUE,3.11276183940127,52.1826367389871,5.05713226349453e-13,1.02974939568258e-11,"UP","hsa-mir-500b","hsa-mir-500b"
"hsa-mir-501",TRUE,6.15157582242611,64.9774960307705,7.57583212002717e-16,2.41910093832686e-14,"UP","hsa-mir-501","hsa-mir-501"
"hsa-mir-508",TRUE,4.27656696861215,17.3721355598325,3.07298233975775e-05,0.00015530720098416,"UP","hsa-mir-508","hsa-mir-508"
"hsa-mir-509-1",TRUE,1.18293393765425,14.6560648719008,0.000129018826757915,0.00055265686461851,"UP","hsa-mir-509-1","hsa-mir-509-1"
"hsa-mir-509-2",TRUE,1.1982518522467,16.8380018976143,4.07098798934968e-05,0.000195881442638229,"UP","hsa-mir-509-2","hsa-mir-509-2"
"hsa-mir-509-3",TRUE,1.50744872558925,17.7620251096288,2.5033019730241e-05,0.000128362747156893,"UP","hsa-mir-509-3","hsa-mir-509-3"
"hsa-mir-511",TRUE,4.06916538902307,92.2840796014704,7.50859177312275e-22,4.39565476718228e-20,"No","hsa-mir-511","hsa-mir-511"
"hsa-mir-512-1",TRUE,4.07220223183783,31.6179562881957,1.87686092986909e-08,1.85703493413103e-07,"UP","hsa-mir-512-1","hsa-mir-512-1"
"hsa-mir-512-2",TRUE,4.09764322361611,29.7616451769189,4.88562720276175e-08,4.57620414658684e-07,"UP","hsa-mir-512-2","hsa-mir-512-2"
"hsa-mir-513c",TRUE,-0.793797284631162,9.7645087049959,0.00177913052451892,0.006037870499877,"UP","hsa-mir-513c","hsa-mir-513c"
"hsa-mir-514a-1",TRUE,1.95427308855787,17.3398461507324,3.12563802099669e-05,0.000157402201415783,"UP","hsa-mir-514a-1","hsa-mir-514a-1"
"hsa-mir-514a-2",TRUE,1.95607938576938,11.8482630429726,0.000577151540462545,0.0022155680719942,"UP","hsa-mir-514a-2","hsa-mir-514a-2"
"hsa-mir-514a-3",TRUE,1.9693664760178,13.9189653065616,0.000190862890843138,0.000805292377281109,"UP","hsa-mir-514a-3","hsa-mir-514a-3"
"hsa-mir-515-1",TRUE,1.85455720542333,16.6859230533978,4.41070770846639e-05,0.000209359605756597,"UP","hsa-mir-515-1","hsa-mir-515-1"
"hsa-mir-515-2",TRUE,1.86146942345158,17.0218798073502,3.69515528119618e-05,0.000181940386073856,"UP","hsa-mir-515-2","hsa-mir-515-2"
"hsa-mir-516a-1",TRUE,3.84630264654869,27.2049551646103,1.82989082102418e-07,1.52129976540768e-06,"UP","hsa-mir-516a-1","hsa-mir-516a-1"
"hsa-mir-516a-2",TRUE,3.6028727754812,25.274476346465,4.97245338878261e-07,3.81764864002162e-06,"UP","hsa-mir-516a-2","hsa-mir-516a-2"
"hsa-mir-516b-1",TRUE,3.31435813259543,24.5355155829504,7.29526762073747e-07,5.42320159107733e-06,"UP","hsa-mir-516b-1","hsa-mir-516b-1"
"hsa-mir-516b-2",TRUE,2.22308770443763,18.7522750063913,1.48845685049149e-05,7.98199188908604e-05,"UP","hsa-mir-516b-2","hsa-mir-516b-2"
"hsa-mir-517a",TRUE,3.95870650461509,18.0118814767786,2.19530507330027e-05,0.000113815632029036,"UP","hsa-mir-517a","hsa-mir-517a"
"hsa-mir-517b",TRUE,3.94835655061042,17.977432798707,2.23539421003127e-05,0.000115467972981395,"UP","hsa-mir-517b","hsa-mir-517b"
"hsa-mir-517c",TRUE,2.46766634543481,21.3346563884789,3.85695366601029e-06,2.35609560901933e-05,"UP","hsa-mir-517c","hsa-mir-517c"
"hsa-mir-5187",TRUE,0.292537713077882,25.0468873617615,5.59530054628936e-07,4.24940392839813e-06,"UP","hsa-mir-5187","hsa-mir-5187"
"hsa-mir-518a-1",TRUE,2.26569399142485,18.3856635851995,1.80410286675633e-05,9.52918995410769e-05,"UP","hsa-mir-518a-1","hsa-mir-518a-1"
"hsa-mir-518a-2",TRUE,2.3682273766373,15.2266551700521,9.53480721173221e-05,0.000419949972805133,"UP","hsa-mir-518a-2","hsa-mir-518a-2"
"hsa-mir-518b",TRUE,4.2840178473814,28.8896358093735,7.66218025150132e-08,6.99049561906451e-07,"UP","hsa-mir-518b","hsa-mir-518b"
"hsa-mir-518c",TRUE,4.32470525557086,22.8928952579482,1.71283791327137e-06,1.1514532383475e-05,"UP","hsa-mir-518c","hsa-mir-518c"
"hsa-mir-518d",TRUE,-0.739712889938958,13.7181570368455,0.000212391178391642,0.000877675310706637,"UP","hsa-mir-518d","hsa-mir-518d"
"hsa-mir-518e",TRUE,3.21912986539679,22.6934305063369,1.90016401729603e-06,1.27130021157187e-05,"UP","hsa-mir-518e","hsa-mir-518e"
"hsa-mir-518f",TRUE,3.85926381101959,26.1402390449202,3.17498019492341e-07,2.5345722578792e-06,"UP","hsa-mir-518f","hsa-mir-518f"
"hsa-mir-519a-1",TRUE,5.29623020622865,34.8705140447418,3.52377150899091e-09,3.92928489693033e-08,"UP","hsa-mir-519a-1","hsa-mir-519a-1"
"hsa-mir-519a-2",TRUE,4.33362361903051,27.7140996730367,1.406339476034e-07,1.2086466147716e-06,"UP","hsa-mir-519a-2","hsa-mir-519a-2"
"hsa-mir-519b",TRUE,1.20160984118466,17.0736446817951,3.59578633721288e-05,0.00017789013393606,"UP","hsa-mir-519b","hsa-mir-519b"
"hsa-mir-519c",TRUE,2.69287934538911,23.8060764604542,1.0654557715941e-06,7.56043110651371e-06,"UP","hsa-mir-519c","hsa-mir-519c"
"hsa-mir-519d",TRUE,2.84057007572697,22.4262498461526,2.18369037758935e-06,1.44720989646842e-05,"UP","hsa-mir-519d","hsa-mir-519d"
"hsa-mir-519e",TRUE,-0.090209756815259,11.9404341479129,0.000549286783639984,0.00211437789318953,"UP","hsa-mir-519e","hsa-mir-519e"
"hsa-mir-520a",TRUE,5.82084779691417,38.9767562983452,4.28881659371997e-10,5.52824524236381e-09,"UP","hsa-mir-520a","hsa-mir-520a"
"hsa-mir-520b",TRUE,4.22127395285493,29.6062800126183,5.29331632236034e-08,4.92523803504389e-07,"UP","hsa-mir-520b","hsa-mir-520b"
"hsa-mir-520c",TRUE,2.61192985672524,27.7079673773864,1.41080458948428e-07,1.2086466147716e-06,"UP","hsa-mir-520c","hsa-mir-520c"
"hsa-mir-520d",TRUE,2.28906473835315,19.9969452442173,7.7565979817668e-06,4.44817149566626e-05,"UP","hsa-mir-520d","hsa-mir-520d"
"hsa-mir-520e",TRUE,2.14644046515435,23.017477162712,1.60535337386204e-06,1.10025438550057e-05,"UP","hsa-mir-520e","hsa-mir-520e"
"hsa-mir-520f",TRUE,3.5040452169138,23.8492249288462,1.04183819104741e-06,7.43036882447516e-06,"UP","hsa-mir-520f","hsa-mir-520f"
"hsa-mir-520g",TRUE,3.41297885875553,23.8722181106196,1.02946789446523e-06,7.41744816268538e-06,"UP","hsa-mir-520g","hsa-mir-520g"
"hsa-mir-520h",TRUE,2.5022050196588,21.9876316293239,2.74413158305659e-06,1.75250221554296e-05,"UP","hsa-mir-520h","hsa-mir-520h"
"hsa-mir-521-1",TRUE,1.26590311843744,15.6284337672582,7.70866921123057e-05,0.000342743045625916,"UP","hsa-mir-521-1","hsa-mir-521-1"
"hsa-mir-521-2",TRUE,-0.430761904306444,11.673070078309,0.000634112844987835,0.00240412848404137,"UP","hsa-mir-521-2","hsa-mir-521-2"
"hsa-mir-522",TRUE,3.13654146627247,23.2379480862671,1.43144672821051e-06,9.95634976799883e-06,"UP","hsa-mir-522","hsa-mir-522"
"hsa-mir-523",TRUE,1.87065926116973,16.0226237396812,6.25900790739082e-05,0.000287382552610592,"UP","hsa-mir-523","hsa-mir-523"
"hsa-mir-524",TRUE,1.15401569271911,16.6268136031332,4.55031569905891e-05,0.00021453669654959,"UP","hsa-mir-524","hsa-mir-524"
"hsa-mir-525",TRUE,3.90820722953481,22.6257676958871,1.96827030710866e-06,1.31062548885672e-05,"UP","hsa-mir-525","hsa-mir-525"
"hsa-mir-526b",TRUE,5.98734265381514,32.937731490431,9.51583587974654e-09,9.68822421090137e-08,"UP","hsa-mir-526b","hsa-mir-526b"
"hsa-mir-527",TRUE,2.23689558546251,17.0999233195408,3.54637367323247e-05,0.000176065548088043,"UP","hsa-mir-527","hsa-mir-527"
"hsa-mir-532",TRUE,10.6135688456424,77.3348492179028,1.44297383151978e-18,5.47940063050079e-17,"UP","hsa-mir-532","hsa-mir-532"
"hsa-mir-539",TRUE,4.35368216868378,16.6671044639435,4.45468083653943e-05,0.000210734901526529,"UP","hsa-mir-539","hsa-mir-539"
"hsa-mir-541",TRUE,1.87907888184088,34.0911698703595,5.25893697985865e-09,5.68369727438569e-08,"UP","hsa-mir-541","hsa-mir-541"
"hsa-mir-542",TRUE,8.17196986678076,84.6689691172709,3.52743375071484e-20,1.70898083439805e-18,"No","hsa-mir-542","hsa-mir-542"
"hsa-mir-548aq",TRUE,-1.15776489190805,13.9412206466836,0.000188616482853495,0.000798211320509519,"UP","hsa-mir-548aq","hsa-mir-548aq"
"hsa-mir-548d-1",TRUE,-0.752306346151691,14.3179616575272,0.000154384754679649,0.000659302675759596,"UP","hsa-mir-548d-1","hsa-mir-548d-1"
"hsa-mir-548d-2",TRUE,-0.728530753100648,26.6852101717483,2.39447317087012e-07,1.93346827877731e-06,"UP","hsa-mir-548d-2","hsa-mir-548d-2"
"hsa-mir-548f-1",TRUE,0.645906210691859,15.5643961094353,7.97421278831258e-05,0.000353431197715432,"UP","hsa-mir-548f-1","hsa-mir-548f-1"
"hsa-mir-548x",TRUE,-0.523592899087157,23.0420471161054,1.58496778094117e-06,1.09333480509616e-05,"UP","hsa-mir-548x","hsa-mir-548x"
"hsa-mir-548x-2",TRUE,-1.15693102625528,12.0038319568725,0.000530912750836048,0.00205470774646494,"UP","hsa-mir-548x-2","hsa-mir-548x-2"
"hsa-mir-548y",TRUE,-0.265190820126854,25.4502675665765,4.53934690621394e-07,3.52363668686772e-06,"UP","hsa-mir-548y","hsa-mir-548y"
"hsa-mir-549a",TRUE,-0.656656551275152,25.9538812696491,3.49671706705039e-07,2.77341951137096e-06,"UP","hsa-mir-549a","hsa-mir-549a"
"hsa-mir-551a",TRUE,-0.640579888806059,12.1178811416781,0.000499406170761219,0.00194907130533198,"No","hsa-mir-551a","hsa-mir-551a"
"hsa-mir-551b",TRUE,3.19692598856913,11.4786188992105,0.000704014270548852,0.00262898983088127,"UP","hsa-mir-551b","hsa-mir-551b"
"hsa-mir-552",TRUE,5.88613941732153,47.4946054354791,5.51555188895914e-12,9.33656675179228e-11,"UP","hsa-mir-552","hsa-mir-552"
"hsa-mir-5586",TRUE,1.98310125933898,27.4934711316656,1.57625716973292e-07,1.3261325290268e-06,"UP","hsa-mir-5586","hsa-mir-5586"
"hsa-mir-5589",TRUE,4.42397692863788,27.1430874795412,1.8893956047062e-07,1.55239814304808e-06,"No","hsa-mir-5589","hsa-mir-5589"
"hsa-mir-561",TRUE,-0.272411220803869,14.2788237683553,0.000157628265322354,0.000669864616943235,"UP","hsa-mir-561","hsa-mir-561"
"hsa-mir-573",TRUE,-0.846385253933184,17.580144118674,2.75449438873419e-05,0.000139713524049514,"UP","hsa-mir-573","hsa-mir-573"
"hsa-mir-577",TRUE,0.707603818511519,20.5562486247439,5.79044690564032e-06,3.4327332921623e-05,"UP","hsa-mir-577","hsa-mir-577"
"hsa-mir-578",TRUE,-0.974764560265602,14.8857587427665,0.00011422204327509,0.000495314724695994,"UP","hsa-mir-578","hsa-mir-578"
"hsa-mir-581",TRUE,0.189869388702539,40.0301350970828,2.50074971442468e-10,3.3146729705346e-09,"UP","hsa-mir-581","hsa-mir-581"
"hsa-mir-585",TRUE,-0.705337898962853,11.4048523859861,0.000732525209754188,0.00272274581932443,"UP","hsa-mir-585","hsa-mir-585"
"hsa-mir-589",TRUE,6.68447362387714,107.739327808837,3.06558734945863e-25,3.9155911145358e-23,"UP","hsa-mir-589","hsa-mir-589"
"hsa-mir-600",TRUE,-0.893905823062662,24.2499377650734,8.46098171893874e-07,6.1914996432859e-06,"No","hsa-mir-600","hsa-mir-600"
"hsa-mir-615",TRUE,0.0426428509597805,20.2839119324751,6.6759582909271e-06,3.90821724948024e-05,"UP","hsa-mir-615","hsa-mir-615"
"hsa-mir-621",TRUE,-0.437631904483958,65.1908600044844,6.79841131418195e-16,2.22134137126178e-14,"No","hsa-mir-621","hsa-mir-621"
"hsa-mir-636",TRUE,-0.665399287102857,17.6060567258839,2.7172157381934e-05,0.000138322033049338,"UP","hsa-mir-636","hsa-mir-636"
"hsa-mir-643",TRUE,0.492508107470872,35.3735264609567,2.72161119607947e-09,3.10883230121272e-08,"UP","hsa-mir-643","hsa-mir-643"
"hsa-mir-6502",TRUE,-0.453720588393002,46.9410394482736,7.31546909603006e-12,1.19514349766538e-10,"No","hsa-mir-6502","hsa-mir-6502"
"hsa-mir-6503",TRUE,-0.107784475447078,60.7730623653086,6.40483683073323e-15,1.7305376436885e-13,"No","hsa-mir-6503","hsa-mir-6503"
"hsa-mir-6512",TRUE,-1.17334986971942,9.96711664485912,0.00159360864000907,0.0054345149010018,"UP","hsa-mir-6512","hsa-mir-6512"
"hsa-mir-6516",TRUE,0.0157123015697346,25.7470950006803,3.89212417570235e-07,3.05499132226916e-06,"UP","hsa-mir-6516","hsa-mir-6516"
"hsa-mir-653",TRUE,4.10204889904572,27.7549529636007,1.37695222333904e-07,1.20162600856606e-06,"UP","hsa-mir-653","hsa-mir-653"
"hsa-mir-655",TRUE,2.50545607568764,10.1491544673516,0.00144367443423314,0.0049959669460531,"UP","hsa-mir-655","hsa-mir-655"
"hsa-mir-660",TRUE,6.46866954959187,64.1312654143106,1.16399608395291e-15,3.5552489085953e-14,"UP","hsa-mir-660","hsa-mir-660"
"hsa-mir-665",TRUE,-0.175088035428694,11.6709765089001,0.000634826809665017,0.00240412848404137,"No","hsa-mir-665","hsa-mir-665"
"hsa-mir-6715b",TRUE,2.37884519392487,21.9780038608997,2.75793181101289e-06,1.75334578935435e-05,"UP","hsa-mir-6715b","hsa-mir-6715b"
"hsa-mir-6716",TRUE,-0.369946736407553,20.3485123504234,6.45432474963599e-06,3.79427877541363e-05,"UP","hsa-mir-6716","hsa-mir-6716"
"hsa-mir-6720",TRUE,-0.652703237405606,19.5894615015376,9.59972520309014e-06,5.37355135870185e-05,"UP","hsa-mir-6720","hsa-mir-6720"
"hsa-mir-6728",TRUE,-0.943849493272612,20.1101875660418,7.31062285749264e-06,4.22692391554616e-05,"UP","hsa-mir-6728","hsa-mir-6728"
"hsa-mir-6734",TRUE,-0.632221359922177,16.0739949192746,6.09148182478046e-05,0.000280607605371034,"UP","hsa-mir-6734","hsa-mir-6734"
"hsa-mir-6751",TRUE,-0.938088888659948,9.60849680317779,0.00193679117161616,0.00651002774191556,"UP","hsa-mir-6751","hsa-mir-6751"
"hsa-mir-6764",TRUE,-0.75201902871582,13.2765402536302,0.000268747997346731,0.0010881583177872,"UP","hsa-mir-6764","hsa-mir-6764"
"hsa-mir-6783",TRUE,-0.556671446391214,34.2752018164014,4.78439451304746e-09,5.21091030297029e-08,"UP","hsa-mir-6783","hsa-mir-6783"
"hsa-mir-6805",TRUE,-1.03449619357192,10.8333295951446,0.000996892109061665,0.00355490714018183,"UP","hsa-mir-6805","hsa-mir-6805"
"hsa-mir-6844",TRUE,-0.515611001259311,27.1014505124638,1.93053034083034e-07,1.56785845599227e-06,"UP","hsa-mir-6844","hsa-mir-6844"
"hsa-mir-6855",TRUE,-0.997645629540763,9.51249289224006,0.00204077732485014,0.00679453114079253,"UP","hsa-mir-6855","hsa-mir-6855"
"hsa-mir-6870",TRUE,-1.1027808665926,9.35840925435988,0.00221964706339821,0.00725256773040579,"UP","hsa-mir-6870","hsa-mir-6870"
"hsa-mir-6871",TRUE,-1.1389515692506,18.1546770233865,2.03668606629098e-05,0.000106377097514455,"UP","hsa-mir-6871","hsa-mir-6871"
"hsa-mir-6883",TRUE,-1.0938406657024,22.3392087570486,2.28493395658678e-06,1.50719822018987e-05,"No","hsa-mir-6883","hsa-mir-6883"
"hsa-mir-6884",TRUE,-1.12040065492935,8.78400275775093,0.00303883647017451,0.00970355736498906,"UP","hsa-mir-6884","hsa-mir-6884"
"hsa-mir-6895",TRUE,-0.960021612647457,9.35943547432208,0.00221840462908215,0.00725256773040579,"UP","hsa-mir-6895","hsa-mir-6895"
"hsa-mir-7112",TRUE,-0.787090390146617,15.8797470909957,6.74971682336054e-05,0.000306904599897138,"UP","hsa-mir-7112","hsa-mir-7112"
"hsa-mir-7156",TRUE,-0.83818901395386,19.8116173115917,8.54616698431825e-06,4.80294584518686e-05,"UP","hsa-mir-7156","hsa-mir-7156"
"hsa-mir-760",TRUE,0.287725218542147,37.7079419384011,8.2169341023949e-10,9.62066034488736e-09,"UP","hsa-mir-760","hsa-mir-760"
"hsa-mir-765",TRUE,-0.256176941083724,34.7856415675709,3.68078093510901e-09,4.0720450502584e-08,"UP","hsa-mir-765","hsa-mir-765"
"hsa-mir-767",TRUE,4.98623407772104,70.5051935146138,4.59056369840246e-17,1.61243549906386e-15,"UP","hsa-mir-767","hsa-mir-767"
"hsa-mir-7704",TRUE,-1.25715957352441,21.8911974108394,2.88554530399097e-06,1.81802293816471e-05,"No","hsa-mir-7704","hsa-mir-7704"
"hsa-mir-7706",TRUE,1.57284500101816,76.2212202258195,2.53601855316823e-18,9.3765949136878e-17,"UP","hsa-mir-7706","hsa-mir-7706"
"hsa-mir-7845",TRUE,-0.95710407865418,24.6287909959686,6.95055016316021e-07,5.19442711661708e-06,"No","hsa-mir-7845","hsa-mir-7845"
"hsa-mir-7974",TRUE,-0.400272123862347,28.3498299317254,1.0125569942377e-07,9.00406694243022e-07,"UP","hsa-mir-7974","hsa-mir-7974"
"hsa-mir-877",TRUE,1.391865484089,52.1441861337401,5.15713141920205e-13,1.03510994913984e-11,"UP","hsa-mir-877","hsa-mir-877"
"hsa-mir-888",TRUE,-0.944508199778033,11.2162259069655,0.000810852279986812,0.00296679024318091,"UP","hsa-mir-888","hsa-mir-888"
"hsa-mir-889",TRUE,6.08881040874072,15.7824285797932,7.105939750727e-05,0.000321023966230593,"UP","hsa-mir-889","hsa-mir-889"
"hsa-mir-891a",TRUE,3.93476310589559,62.4087333761881,2.79082865938648e-15,8.00227401313877e-14,"UP","hsa-mir-891a","hsa-mir-891a"
"hsa-mir-892a",TRUE,-0.500410070702686,11.7143695542839,0.000620193189850979,0.00236785715146909,"UP","hsa-mir-892a","hsa-mir-892a"
"hsa-mir-9-1",TRUE,8.67785869830098,60.8976370626135,6.01209593388446e-15,1.65627348766817e-13,"UP","hsa-mir-9-1","hsa-mir-9-1"
"hsa-mir-9-2",TRUE,8.68147933379243,59.7245735306157,1.09105692366504e-14,2.73738388883817e-13,"UP","hsa-mir-9-2","hsa-mir-9-2"
"hsa-mir-9-3",TRUE,8.68235699775936,60.4580965915547,7.51615731020944e-15,1.95559278163783e-13,"UP","hsa-mir-9-3","hsa-mir-9-3"
"hsa-mir-922",TRUE,-1.24975064571228,14.66855489371,0.000128166722490336,0.000550685764828507,"No","hsa-mir-922","hsa-mir-922"
"hsa-mir-93",TRUE,12.6034313925829,111.219462715854,5.29699380892304e-26,7.44227630153687e-24,"UP","hsa-mir-93","hsa-mir-93"
"hsa-mir-937",TRUE,1.80309164689635,32.3051064636194,1.31766597491588e-08,1.33188539191137e-07,"UP","hsa-mir-937","hsa-mir-937"
"hsa-mir-938",TRUE,-1.1346849166287,20.189561224507,7.01346158985099e-06,4.08876080238201e-05,"UP","hsa-mir-938","hsa-mir-938"
"hsa-mir-939",TRUE,0.464797421068816,29.8516765085679,4.66393410833334e-08,4.42758609608672e-07,"UP","hsa-mir-939","hsa-mir-939"
"hsa-mir-944",TRUE,1.43273499384169,14.8668046497314,0.000115375560852891,0.000498777424610189,"UP","hsa-mir-944","hsa-mir-944"
"hsa-mir-96",TRUE,3.74415819540178,89.1817444397392,3.60157177064791e-21,1.87415123620752e-19,"UP","hsa-mir-96","hsa-mir-96"
"hsa-mir-99a",TRUE,9.83384073348684,44.7182369654212,2.27528176509074e-11,3.55196764439165e-10,"No","hsa-mir-99a","hsa-mir-99a"
